time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/iterations,train/approx_kl,train/value_loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,phase,phase_learning_rate_start,phase_learning_rate_end
7,256.0,2048,0.0,-194.375,271,1,,,,,,,,,,,1,0.0003,5e-05
15,256.0,4096,0.0,-195.125,263,2,0.009436125,86.13376564979554,-1.0897769659757617,0.2,0.0470862984657287,0.171533203125,21.264474868774418,-0.0174602455925196,0.0002994879999999,10.0,1,0.0003,5e-05
23,256.0,6144,0.0,-188.79166666666663,263,3,0.015441428,93.8642928123474,-1.0550457626581191,0.2,-0.0031489133834838,0.256396484375,34.73178482055664,-0.0220212483429349,0.0002989759999999,20.0,1,0.0003,5e-05
31,256.0,8192,0.0,-181.40625,263,4,0.01916656,76.75525455474853,-0.9826836735010148,0.2,-6.73532485961914e-05,0.268359375,31.653499603271484,-0.0246960950666107,0.0002984639999999,30.0,1,0.0003,5e-05
38,256.0,10240,0.0,-171.175,262,5,0.015841123,57.43087649345398,-0.8751539967954158,0.2,0.0001918077468872,0.292919921875,24.176746368408203,-0.0267055477481335,0.000297952,40.0,1,0.0003,5e-05
47,256.0,12288,0.0,-161.70833333333334,261,6,0.015998943,32.050041103363036,-0.7439866796135902,0.2,-5.125999450683594e-06,0.244091796875,11.412610054016112,-0.0267137825430836,0.0002974399999999,50.0,1,0.0003,5e-05
54,256.0,14336,0.0,-149.82142857142858,260,7,0.009106221,20.301510190963747,-0.6368196301162243,0.2,-0.0047909021377563,0.1873046875,7.340419292449951,-0.0209230534732341,0.0002969279999999,60.0,1,0.0003,5e-05
62,256.0,16384,0.0,-140.859375,260,8,0.0063095856,6.76934397816658,-0.499597194045782,0.2,4.76837158203125e-07,0.16337890625,2.2661585807800293,-0.021968932764139,0.000296416,70.0,1,0.0003,5e-05
70,256.0,18432,0.0,-131.84722222222223,260,9,0.014986097,7.147485077381134,-0.4372139189392328,0.2,-0.0054426193237304,0.12822265625,2.7149434089660645,-0.0164305434678681,0.000295904,80.0,1,0.0003,5e-05
78,256.0,20480,0.0,-121.2,261,10,0.013197217,4.879807859659195,-0.3164516095072031,0.2,-0.0006608963012695,0.10009765625,2.439159393310547,-0.0158681661123409,0.0002953919999999,90.0,1,0.0003,5e-05
86,256.0,22528,0.0,-111.98863636363636,261,11,0.006454428,3.4358196943998336,-0.1632929269224405,0.2,-2.384185791015625e-07,0.046923828125,1.1649160385131836,-0.0114802321011666,0.0002948799999999,100.0,1,0.0003,5e-05
94,256.0,24576,0.0,-103.57291666666669,261,12,0.0019662697,2.8972642555832864,-0.1489901278167963,0.2,-5.793571472167969e-05,0.0248046875,0.9440335035324096,-0.0078694809053558,0.000294368,110.0,1,0.0003,5e-05
101,256.0,26624,0.0,-92.43,261,13,0.00082960003,3.0050309181213377,-0.1032832692377269,0.2,-1.0371208190917969e-05,0.0091796875,0.8068044185638428,-0.0045233649259898,0.0002938559999999,120.0,1,0.0003,5e-05
109,256.0,28672,0.0,-77.74,260,14,0.0005125168,2.388942340761423,-0.0783048489131033,0.2,5.602836608886719e-05,0.00732421875,0.4848874509334564,-0.0036135745729552,0.0002933439999999,130.0,1,0.0003,5e-05
117,256.0,30720,0.0,-63.73,260,15,0.0013600253,1.4636969074606896,-0.0569517183583229,0.2,-4.410743713378906e-06,0.008837890625,0.4981841742992401,-0.0044607958232518,0.000292832,140.0,1,0.0003,5e-05
125,256.0,32768,0.0,-50.86,260,16,0.0007318658,1.45164138302207,-0.0431418306659907,0.2,0.000338077545166,0.0083984375,0.5669995546340942,-0.0040705533581785,0.00029232,150.0,1,0.0003,5e-05
133,256.0,34816,0.0,-39.64,260,17,0.00096115976,0.8680205833166837,-0.0310245617525652,0.2,0.1581351161003112,0.006201171875,0.2951139509677887,-0.0033949211181607,0.0002918079999999,160.0,1,0.0003,5e-05
141,256.0,36864,0.0,-30.27,260,18,0.00028764748,0.3087081253528595,-0.0196912452345713,0.2,0.0,0.00263671875,0.0923242941498756,-0.0019088336324784,0.0002912959999999,170.0,1,0.0003,5e-05
149,256.0,38912,0.0,-22.49,261,19,0.00032443626,0.3759209737181663,-0.0151452464633621,0.2,-1.1920928955078125e-07,0.00263671875,0.2247303426265716,-0.0012427290901541,0.000290784,180.0,1,0.0003,5e-05
156,256.0,40960,0.0,-16.88,261,20,6.8131456e-05,0.2878220792859792,-0.0130653794505633,0.2,0.4013054370880127,0.0013671875,0.0825729221105575,-0.0012280901311896,0.0002902719999999,190.0,1,0.0003,5e-05
164,256.0,43008,0.0,-11.66,261,21,7.3426694e-05,0.5454831754788756,-0.0100433938321657,0.2,-2.5033950805664062e-06,0.001025390625,0.3195481300354004,-0.0010830297018401,0.0002897599999999,200.0,1,0.0003,5e-05
172,256.0,45056,0.0,-8.38,261,22,-3.0180672e-08,0.1218179629184305,-0.0093808863661251,0.2,-1.1920928955078125e-07,0.0,0.0845067054033279,-4.860805347561836e-07,0.0002892479999999,210.0,1,0.0003,5e-05
180,256.0,47104,0.0,-6.61,261,23,4.1772466e-05,0.1209086553775705,-0.0094209652394056,0.2,0.4656413793563843,0.00029296875,0.0084253633394837,-0.0002480204508174,0.0002887359999999,220.0,1,0.0003,5e-05
188,256.0,49152,0.0,-5.85,261,24,0.000287531,0.1293529021088034,-0.0054513275506906,0.2,0.0077044367790222,0.00126953125,0.0327973328530788,-0.0012014404404908,0.0002882239999999,230.0,1,0.0003,5e-05
195,256.0,51200,0.0,-5.11,261,25,0.00013151701,0.2637327613309025,-0.0036363793566124,0.2,2.014636993408203e-05,0.00078125,0.1450124382972717,-0.0007176274433732,0.0002877119999999,240.0,1,0.0003,5e-05
203,256.0,53248,0.0,-4.59,261,26,4.6674453e-05,0.0794028650736436,-0.0028403593576513,0.2,1.1920928955078125e-07,0.000341796875,0.0474043600261211,-0.000329631747445,0.0002871999999999,250.0,1,0.0003,5e-05
211,256.0,55296,0.0,-3.81,261,27,-5.212496e-08,0.0714654598617926,-0.0027363275818061,0.2,0.3260253071784973,0.0,0.024754986166954,-8.35157698020339e-07,0.0002866879999999,260.0,1,0.0003,5e-05
219,256.0,57344,0.0,-3.54,261,28,0.00017702018,0.467853445187211,-0.0019221849535824,0.2,0.0158263444900512,0.000830078125,0.1247843578457832,-0.0011469443445093,0.0002861759999999,270.0,1,0.0003,5e-05
227,256.0,59392,0.0,-3.21,261,29,0.0,0.111474000144517,-0.0017466912511736,0.2,0.0212544202804565,0.0,0.0507448129355907,2.2037420421838762e-08,0.000285664,280.0,1,0.0003,5e-05
235,256.0,61440,0.0,-3.19,261,30,2.2683205e-05,0.0621433304389938,-0.0014079764368943,0.2,-1.1920928955078125e-07,0.000439453125,0.034243069589138,-0.0008948663104092,0.0002851519999999,290.0,1,0.0003,5e-05
243,256.0,63488,0.0,-3.07,261,31,5.039983e-05,0.1485654379124753,-0.0010474071124917,0.2,0.0377455353736877,0.000439453125,0.1623556166887283,-0.0005422078073024,0.0002846399999999,300.0,1,0.0003,5e-05
250,256.0,65536,0.0,-2.95,261,32,-5.1077222e-08,0.0859394641753169,-0.0010469773071235,0.2,0.1095809340476989,0.0,0.0472948253154754,-3.30386683344841e-08,0.000284128,310.0,1,0.0003,5e-05
258,256.0,67584,0.0,-2.74,261,33,-1.0477379e-08,0.0630364889802876,-0.001026167962118,0.2,0.0310025811195373,0.0,0.0246766973286867,-2.1129380911588672e-08,0.0002836159999999,320.0,1,0.0003,5e-05
266,256.0,69632,0.0,-2.69,261,34,-5.957554e-08,0.027836662264599,-0.00102551097807,0.2,3.993511199951172e-06,0.0,0.0339214168488979,9.080395102500916e-09,0.0002831039999999,330.0,1,0.0003,5e-05
274,256.0,71680,0.0,-2.61,261,35,-5.9604645e-08,0.1756515744396893,-0.0010401683670352,0.2,-1.1444091796875e-05,0.0,0.0477134399116039,-1.0360963642597199e-09,0.0002825919999999,340.0,1,0.0003,5e-05
282,256.0,73728,0.0,-2.55,261,36,0.0001046306,0.0874620052039972,-0.0007649824241525,0.2,6.616115570068359e-06,0.000341796875,0.0208995584398508,-0.0003004106460139,0.00028208,350.0,1,0.0003,5e-05
290,256.0,75776,0.0,-2.45,261,37,0.00019374088,0.0348427838747738,-0.0004697528820543,0.2,0.0,0.000927734375,0.004002355504781,-0.0010108338901773,0.0002815679999999,360.0,1,0.0003,5e-05
298,256.0,77824,0.0,-2.45,261,38,0.0,0.1694768457440659,-0.0004455216108908,0.2,-7.152557373046875e-07,0.0,0.0303126219660043,-6.484333425760269e-09,0.0002810559999999,370.0,1,0.0003,5e-05
306,256.0,79872,0.0,-2.53,260,39,0.0,0.1267969397031265,-0.000440526672537,0.2,-0.0001040697097778,0.0,0.0622189342975616,-4.423782229423523e-10,0.000280544,380.0,1,0.0003,5e-05
314,256.0,81920,0.0,-2.59,260,40,0.0,0.3024674113374203,-0.0004591697517753,0.2,-0.0005676746368408,0.0,0.3789956271648407,1.8626451492309571e-10,0.000280032,390.0,1,0.0003,5e-05
322,256.0,83968,0.0,-2.71,260,41,0.0,0.1744645614686305,-0.0004562530866678,0.2,0.0060289502143859,0.0,0.0969681814312934,2.619344741106033e-09,0.0002795199999999,400.0,1,0.0003,5e-05
330,256.0,86016,0.0,-2.66,260,42,0.0,0.1950276676740031,-0.0004538144283287,0.2,0.0213996767997741,0.0,0.054065641015768,-8.265487849712372e-09,0.0002790079999999,410.0,1,0.0003,5e-05
338,256.0,88064,0.0,-2.67,260,43,0.0,0.0736039146711846,-0.0005952080777205,0.2,0.2768256664276123,0.0,0.1134375631809234,-3.861146979033947e-07,0.000278496,420.0,1,0.0003,5e-05
345,256.0,90112,0.0,-2.71,260,44,0.0,0.0597619140295137,-0.0004674159790738,0.2,0.2504364252090454,0.0,0.0092158745974302,-1.241103745996952e-07,0.0002779839999999,430.0,1,0.0003,5e-05
353,256.0,92160,0.0,-2.79,260,45,0.0,0.1123556601840391,-0.0004510590897552,0.2,2.437829971313477e-05,0.0,0.1561698317527771,-1.6158446669578554e-08,0.0002774719999999,440.0,1,0.0003,5e-05
361,256.0,94208,0.0,-2.97,260,46,0.0,0.1096448691328987,-0.0004695071002061,0.2,0.1721826791763305,0.0,0.0690867230296135,-1.398148015141487e-08,0.00027696,450.0,1,0.0003,5e-05
369,256.0,96256,0.0,-3.0,260,47,0.0,0.1115004342180327,-0.0006015378698066,0.2,0.0864357352256774,0.0,0.0591958612203598,-3.599445335566998e-07,0.000276448,460.0,1,0.0003,5e-05
377,256.0,98304,0.0,-3.1,260,48,0.0,0.1654100648360326,-0.0004709241831733,0.2,0.0502407550811767,0.0,0.0182801540941,-5.937181413173674e-10,0.0002759359999999,470.0,1,0.0003,5e-05
386,256.0,100352,0.0,-3.14,259,49,0.0,0.1140319481637561,-0.0004625978217518,0.2,0.0237852334976196,0.0,0.0041169528849422,-7.683411240577696e-10,0.0002754239999999,480.0,1,0.0003,5e-05
393,256.0,102400,0.0,-3.04,259,50,0.0,0.053615295473719,-0.0004786282184795,0.2,0.2048248052597046,0.0,0.0206014495342969,1.2275995686650277e-08,0.000274912,490.0,1,0.0003,5e-05
401,256.0,104448,0.0,-3.08,259,51,-7.654307e-09,0.1329147029086016,-0.0006509201979497,0.2,0.0896103978157043,0.0,0.003368311561644,7.468042895197869e-09,0.0002743999999999,500.0,1,0.0003,5e-05
409,256.0,106496,0.0,-2.97,259,52,0.0,0.2317183771345298,-0.0004787323887285,0.2,-6.377696990966797e-05,0.0,0.4323020875453949,7.043126970529555e-10,0.0002738879999999,510.0,1,0.0003,5e-05
417,256.0,108544,0.0,-3.05,259,53,9.139889e-05,0.2220980745682027,-0.0003680952402646,0.2,0.0168012976646423,0.000390625,0.091197170317173,-0.0001729752984829,0.000273376,520.0,1,0.0003,5e-05
425,256.0,110592,0.0,-2.89,259,54,0.0,0.1234745677254977,-0.0003361104405485,0.2,-0.0004419088363647,0.0,0.028303125873208,-6.938353180885315e-09,0.000272864,530.0,1,0.0003,5e-05
433,256.0,112640,0.0,-2.93,259,55,0.0,0.031411058417143,-0.0003434435595409,0.2,0.03284353017807,0.0,0.0038528270088136,1.7182901501655578e-08,0.0002723519999999,540.0,1,0.0003,5e-05
441,256.0,114688,0.0,-2.99,259,56,0.0,0.0891428538176114,-0.0003443294135649,0.2,0.0229400992393493,0.0,0.0199895650148391,3.213062882423401e-09,0.0002718399999999,550.0,1,0.0003,5e-05
449,256.0,116736,0.0,-2.95,259,57,0.0,0.0816120252769906,-0.0003528276854922,0.2,0.0441609621047973,0.0,0.1090201213955879,-2.4971086531877513e-09,0.000271328,560.0,1,0.0003,5e-05
457,256.0,118784,0.0,-2.91,259,58,-7.2759576e-09,0.1274292721645906,-0.0004336050009442,0.2,0.0373275279998779,0.0,0.0262083318084478,-6.443588063120842e-09,0.000270816,570.0,1,0.0003,5e-05
465,256.0,120832,0.0,-2.85,259,59,0.0,0.0681482636382497,-0.0003573640922695,0.2,-0.000475525856018,0.0,0.0174026619642972,7.764901965856552e-09,0.0002703039999999,580.0,1,0.0003,5e-05
473,256.0,122880,0.0,-2.71,259,60,0.0,0.0429300209278153,-0.0003593052755604,0.2,0.0248275995254516,0.0,0.0259831249713897,-1.4842953532934187e-09,0.0002697919999999,590.0,1,0.0003,5e-05
481,256.0,124928,0.0,-2.73,259,61,0.0,0.0371059378977406,-0.000366298337758,0.2,0.0378511548042297,0.0,0.0039745792746543,-1.2596137821674349e-08,0.0002692799999999,600.0,1,0.0003,5e-05
489,256.0,126976,0.0,-2.85,259,62,0.0,0.1489086268833489,-0.0003711194392963,0.2,-0.0010643005371093,0.0,0.0392242483794689,5.807669367641211e-09,0.0002687679999999,610.0,1,0.0003,5e-05
497,256.0,129024,0.0,-2.87,259,63,0.0,0.1180549731187056,-0.0003705132829054,0.2,-2.384185791015625e-07,0.0,0.0688200891017913,4.889443516731261e-10,0.000268256,620.0,1,0.0003,5e-05
506,256.0,131072,0.0,-2.69,258,64,0.0,0.2813081595464609,-0.0003836286214209,0.2,-0.0035371780395507,0.0,0.2145317047834396,5.1164533942937854e-09,0.0002677439999999,630.0,1,0.0003,5e-05
514,256.0,133120,0.0,-2.7,258,65,0.0,0.118935399629845,-0.000387832047636,0.2,-0.0040186643600463,0.0,0.0927065908908844,-1.3579847291111948e-08,0.0002672319999999,640.0,1,0.0003,5e-05
522,256.0,135168,0.0,-2.62,258,66,0.0,0.0316393137250088,-0.0003910143994289,0.2,0.0010311603546142,0.0,0.0059062470681965,1.7127604223787783e-09,0.0002667199999999,650.0,1,0.0003,5e-05
530,256.0,137216,0.0,-2.74,258,67,0.0,0.0210426640633841,-0.00039733724916,0.2,-0.0001393556594848,0.0,0.0039204591885209,1.4435499906539915e-09,0.000266208,660.0,1,0.0003,5e-05
538,256.0,139264,0.0,-2.76,258,68,0.0,0.094096927868668,-0.0004042652355565,0.2,0.0,0.0,0.1227075979113578,-4.48198989033699e-09,0.0002656959999999,670.0,1,0.0003,5e-05
546,256.0,141312,0.0,-2.82,258,69,0.0,0.2958171783353464,-0.0004088097943167,0.2,-8.106231689453125e-06,0.0,0.2242671847343444,5.7334545999765404e-09,0.0002651839999999,680.0,1,0.0003,5e-05
554,256.0,143360,0.0,-2.84,258,70,0.0,0.2168556161108426,-0.000418046262348,0.2,5.960464477539064e-08,0.0,0.1312188506126403,1.0477378964424134e-10,0.000264672,690.0,1,0.0003,5e-05
562,256.0,145408,0.0,-2.74,258,71,0.0,0.179804967099335,-0.0004305556736653,0.2,-0.0011999607086181,0.0,0.01190194953233,2.0954757928848267e-10,0.00026416,700.0,1,0.0003,5e-05
570,256.0,147456,0.0,-2.68,258,72,0.0,0.0210758367495145,-0.0004347164933278,0.2,0.0,0.0,0.0146055882796645,-3.2829120755195613e-09,0.0002636479999999,710.0,1,0.0003,5e-05
578,256.0,149504,0.0,-2.84,258,73,0.0,0.0045226754240616,-0.0004451754084584,0.2,-1.1920928955078125e-07,0.0,0.00410219701007,-9.04256012290716e-09,0.0002631359999999,720.0,1,0.0003,5e-05
586,256.0,151552,0.0,-2.8,258,74,-1.1641532e-09,0.4886008494650014,-0.0004575755898258,0.2,-0.0001962184906005,0.0,0.23262719810009,1.8742866814136507e-09,0.000262624,730.0,1,0.0003,5e-05
594,256.0,153600,0.0,-2.74,258,75,-2.4912879e-08,0.0836072320005769,-0.0006335343583486,0.2,-0.0007160902023315,0.0,0.0871056541800499,-7.648486644029618e-09,0.0002621119999999,740.0,1,0.0003,5e-05
602,256.0,155648,0.0,-2.74,258,76,0.0,0.0440298584134325,-0.0004818757955945,0.2,0.0,0.0,0.0095253568142652,1.4028046280145643e-08,0.0002615999999999,750.0,1,0.0003,5e-05
610,256.0,157696,0.0,-2.66,258,77,-5.9604645e-08,0.1838606329547474,-0.0005082194424176,0.2,0.0045106410980224,0.0,0.1036475971341133,-2.8754584491252902e-09,0.000261088,760.0,1,0.0003,5e-05
618,256.0,159744,0.0,-2.82,258,78,-5.9604645e-08,0.0305436417675082,-0.0005245519518211,0.2,-7.283687591552734e-05,0.0,0.0328382775187492,-5.424953997135162e-09,0.0002605759999999,770.0,1,0.0003,5e-05
626,256.0,161792,0.0,-2.82,258,79,-2.910383e-11,0.2416190169227775,-0.0005490274917974,0.2,0.0013148188591003,0.0,0.1134396716952323,-1.5345285646617416e-07,0.0002600639999999,780.0,1,0.0003,5e-05
634,256.0,163840,0.0,-2.64,258,80,-5.2386895e-10,0.0492644893980468,-0.0005721324952901,0.2,0.0051325559616088,0.0,0.0255724769085645,-2.3719621822237972e-08,0.0002595519999999,790.0,1,0.0003,5e-05
642,256.0,165888,0.0,-2.49,258,81,0.0,0.0531770350748047,-0.0005872205983905,0.2,0.0,0.0,0.0004367862129583,-6.158370524644851e-09,0.00025904,800.0,1,0.0003,5e-05
650,256.0,167936,0.0,-2.41,258,82,0.0001981004,0.0429326218218193,-0.0002934423464466,0.2,-1.6689300537109375e-06,0.000439453125,0.000402840290917,-0.0010271298757288,0.0002585279999999,810.0,1,0.0003,5e-05
658,256.0,169984,0.0,-2.55,258,83,0.0,0.0747677901854331,-0.0002559763866884,0.2,1.788139343261719e-07,0.0,0.0075095756910741,-4.068715497851372e-09,0.0002580159999999,820.0,1,0.0003,5e-05
666,256.0,172032,0.0,-2.73,258,84,0.0,0.1663877445273101,-0.0002600918807729,0.2,-0.0012668371200561,0.0,0.023278247565031,-6.28642737865448e-10,0.000257504,830.0,1,0.0003,5e-05
674,256.0,174080,0.0,-2.49,258,85,0.0,0.1259329002408776,-0.0002626726705784,0.2,0.0037032961845397,0.0,0.0333824306726455,-2.4389009922742843e-09,0.000256992,840.0,1,0.0003,5e-05
682,256.0,176128,0.0,-2.53,258,86,0.0,0.0289723215160847,-0.0002627088684675,0.2,1.4901161193847656e-06,0.0,0.0144299510866403,-2.7164787752553822e-09,0.0002564799999999,850.0,1,0.0003,5e-05
690,256.0,178176,0.0,-2.49,258,87,0.0,0.0887568038146127,-0.0002665023683221,0.2,-0.0016380548477172,0.0,0.0593259446322917,7.636845111846923e-09,0.0002559679999999,860.0,1,0.0003,5e-05
698,256.0,180224,0.0,-2.35,257,88,0.0,0.0273445846880349,-0.0002650872760568,0.2,-0.000149130821228,0.0,0.0174788273870944,2.0816514734178783e-09,0.000255456,870.0,1,0.0003,5e-05
706,256.0,182272,0.0,-2.54,257,89,0.0,0.0216973612654783,-0.0002700689732591,0.2,0.0391346216201782,0.0,0.0040421239100396,5.820766091346741e-09,0.000254944,880.0,1,0.0003,5e-05
714,256.0,184320,0.0,-2.48,257,90,5.9888058e-05,0.2333149379584938,-0.0002213758449215,0.2,-9.5367431640625e-07,0.000439453125,0.2136626243591308,-0.0002222353476099,0.0002544319999999,890.0,1,0.0003,5e-05
722,256.0,186368,0.0,-2.4,257,91,0.0,0.0588653485377108,-0.0002155925370971,0.2,-0.000450849533081,0.0,0.0869696214795112,8.032657206058503e-10,0.00025392,900.0,1,0.0003,5e-05
730,256.0,188416,0.0,-2.38,257,92,0.0,0.0039356763344585,-0.0002170803794797,0.2,0.0011073350906372,0.0,2.5501287382212467e-05,-1.961452653631568e-08,0.000253408,910.0,1,0.0003,5e-05
738,256.0,190464,0.0,-2.39,257,93,0.0,0.0371319731222456,-0.0002179224349674,0.2,5.9604644775390625e-06,0.0,0.0192987099289894,4.307366907596588e-09,0.0002528959999999,920.0,1,0.0003,5e-05
746,256.0,192512,0.0,-2.51,257,94,0.0,0.0333180396039097,-0.0002554554775997,0.2,0.0741390585899353,0.0,0.0034300307743251,-3.919703885912895e-08,0.000252384,930.0,1,0.0003,5e-05
754,256.0,194560,0.0,-2.61,257,95,0.0,0.3729624481115025,-0.0002204006126703,0.2,-0.0001932382583618,0.0,0.0109499432146549,2.281740307807922e-09,0.000251872,940.0,1,0.0003,5e-05
761,256.0,196608,0.0,-2.49,258,96,0.0,0.2361855835886672,-0.0002202423494964,0.2,0.0016518831253051,0.0,0.1869834959506988,-5.704350769519806e-09,0.0002513599999999,950.0,1,0.0003,5e-05
