time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/iterations,train/approx_kl,train/value_loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/loss,train/policy_gradient_loss,train/learning_rate,train/n_updates,phase,phase_learning_rate_start,phase_learning_rate_end
1478,256.0,397312,0.0,-2.96,268,194,0.0,0.083608715920127,-8.879562656147755e-05,0.2,0.6851739883422852,0.0,0.032285388559103,1.3227690942585468e-08,0.0002011839999999,1930.0,1,0.0003,5e-05
1486,256.0,399360,0.0,-2.9,268,195,0.0,0.0264455311844358,-9.009793575387448e-05,0.2,0.3615719079971313,0.0,0.0022084030788391,4.074536263942718e-09,0.0002006719999999,1940.0,1,0.0003,5e-05
1494,256.0,401408,0.0,-2.88,268,196,0.0,0.0941453602834371,-9.086695681617128e-05,0.2,0.552603006362915,0.0,0.0011569663183763,-4.365574568510055e-09,0.0002001599999999,1950.0,1,0.0003,5e-05
1502,256.0,403456,0.0,-2.82,268,197,0.0,0.0504070572103955,-9.271312092096196e-05,0.2,0.2695428729057312,0.0,0.0007511610165238,1.0011717677116394e-09,0.0001996479999999,1960.0,1,0.0003,5e-05
1510,256.0,405504,0.0,-2.7,268,198,0.0,0.0573602099662821,-9.487341458225274e-05,0.2,0.674202561378479,0.0,0.0357484705746173,-4.6740751713514335e-09,0.0001991359999999,1970.0,1,0.0003,5e-05
1518,256.0,407552,0.0,-2.6,268,199,0.0,0.0976917853742634,-9.775715852811118e-05,0.2,0.3480570316314697,0.0,0.0012042135931551,4.48198989033699e-10,0.0001986239999999,1980.0,1,0.0003,5e-05
1525,256.0,409600,0.0,-2.58,268,200,0.0,0.0236943919655459,-9.872376103885472e-05,0.2,0.7964866757392883,0.0,0.0191193744540214,-1.4936085790395738e-08,0.0001981119999999,1990.0,1,0.0003,5e-05
1533,256.0,411648,0.0,-2.44,268,201,0.0,0.0880065210789325,-0.0001015244192785,0.2,0.5740339756011963,0.0,0.0095861107110977,1.519802026450634e-08,0.0001975999999999,2000.0,1,0.0003,5e-05
1541,256.0,413696,0.0,-2.32,268,202,0.0,0.0430741550859238,-0.0001038744912875,0.2,0.5768895149230957,0.0,0.0733268111944198,2.793967723846435e-10,0.0001970879999999,2010.0,1,0.0003,5e-05
1548,256.0,415744,0.0,-2.34,268,203,0.0,0.0824881250722683,-0.0001058672227372,0.2,0.5439980030059814,0.0,0.049514040350914,-7.55535438656807e-09,0.0001965759999999,2020.0,1,0.0003,5e-05
1555,256.0,417792,0.0,-2.34,268,204,0.0,0.069251599641575,-0.0001075875450624,0.2,0.5913427472114563,0.0,0.0352644249796867,6.257323548197746e-09,0.0001960639999999,2030.0,1,0.0003,5e-05
1563,256.0,419840,0.0,-2.16,268,205,0.0,0.0626778190700861,-0.0001092401858841,0.2,0.7002296447753906,0.0,0.0668667331337928,-5.820766091346741e-10,0.000195552,2040.0,1,0.0003,5e-05
1571,256.0,421888,0.0,-2.16,268,206,0.0,0.0122311879287735,-0.000111938259306,0.2,0.6886905431747437,0.0,0.0081544229760766,-3.9086444303393364e-08,0.0001950399999999,2050.0,1,0.0003,5e-05
1578,256.0,423936,0.0,-2.1,268,207,0.0,0.0249750366529042,-0.0001166717191154,0.2,0.5211227536201477,0.0,0.0148404547944664,4.889443516731261e-10,0.0001945279999999,2060.0,1,0.0003,5e-05
1586,256.0,425984,0.0,-2.28,268,208,0.0,0.0507396533386781,-0.0001199548675685,0.2,0.3608267903327942,0.0,0.0279371421784162,1.2619420886039736e-08,0.0001940159999999,2070.0,1,0.0003,5e-05
1594,256.0,428032,0.0,-2.26,268,209,0.0,0.0994170300516998,-0.0001257350391824,0.2,0.1735410690307617,0.0,0.0290737524628639,-1.1234078556299211e-08,0.000193504,2080.0,1,0.0003,5e-05
1601,256.0,430080,0.0,-2.4,268,210,0.0,0.0495604161202209,-0.0001298682431297,0.2,0.3848973512649536,0.0,0.0073012569919228,-1.7724232748150826e-08,0.0001929919999999,2090.0,1,0.0003,5e-05
1609,256.0,432128,0.0,-2.35,268,211,0.0,0.1124434863391798,-0.0001338286589088,0.2,0.619167685508728,0.0,0.0661391168832779,-3.5518314689397815e-08,0.0001924799999999,2100.0,1,0.0003,5e-05
1616,256.0,434176,0.0,-2.29,268,212,0.00011651707,0.0398013760452158,-8.822754289212753e-05,0.2,0.7757154703140259,0.000439453125,0.0414980463683605,-0.0005243190564215,0.0001919679999999,2110.0,1,0.0003,5e-05
1624,256.0,436224,0.0,-2.39,268,213,0.0,0.0213500227666372,-7.947742824399029e-05,0.2,0.8204194903373718,0.0,0.0023170639760792,6.28642737865448e-10,0.0001914559999999,2120.0,1,0.0003,5e-05
1632,256.0,438272,0.0,-2.41,268,214,0.0,0.2746568137488793,-8.04120812972542e-05,0.2,0.1273728013038635,0.0,0.2316632717847824,-8.672941476106643e-10,0.000190944,2130.0,1,0.0003,5e-05
1639,256.0,440320,0.0,-2.45,268,215,0.0,0.1796759766686591,-8.035424252739176e-05,0.2,0.5207043290138245,0.0,0.0103797139599919,-1.2689270079135895e-09,0.0001904319999999,2140.0,1,0.0003,5e-05
1647,256.0,442368,0.0,-2.39,268,216,0.0,0.0644082843355136,-8.03325378910813e-05,0.2,0.5400080680847168,0.0,0.0355975665152072,-1.5599653124809266e-09,0.0001899199999999,2150.0,1,0.0003,5e-05
1654,256.0,444416,0.0,-2.49,268,217,0.0,0.0195901907121879,-8.122188464767532e-05,0.2,0.9087895750999452,0.0,0.0083235930651426,-2.0954757928848267e-10,0.0001894079999999,2160.0,1,0.0003,5e-05
1662,256.0,446464,0.0,-2.57,268,218,0.0,0.0600522530454327,-8.795622043180628e-05,0.2,0.6685915589332581,0.0,0.0333129614591598,-2.6234192773699763e-08,0.0001888959999999,2170.0,1,0.0003,5e-05
1670,256.0,448512,0.0,-2.67,268,219,0.0,0.0570418007089756,-8.187656430891366e-05,0.2,0.7701026797294617,0.0,0.0168401841074228,-6.926711648702622e-10,0.0001883839999999,2180.0,1,0.0003,5e-05
1677,256.0,450560,0.0,-2.75,268,220,0.0,0.2340719866304425,-8.243255088018487e-05,0.2,0.1145104169845581,0.0,0.1539999693632125,-2.130400389432907e-09,0.0001878719999999,2190.0,1,0.0003,5e-05
1685,256.0,452608,0.0,-2.69,268,221,0.0,0.1917023711372167,-8.221876560128294e-05,0.2,0.6797918081283569,0.0,0.0796778351068496,-2.5669578462839127e-09,0.0001873599999999,2200.0,1,0.0003,5e-05
1692,256.0,454656,0.0,-2.61,268,222,0.0,0.034093691027374,-8.205398871723446e-05,0.2,0.7709144353866577,0.0,0.0139775099232792,2.2031599655747414e-09,0.0001868479999999,2210.0,1,0.0003,5e-05
1700,256.0,456704,0.0,-2.73,268,223,0.0,0.0385033559432486,-8.358514805877349e-05,0.2,0.8625269532203674,0.0,0.0158310309052467,-1.3684621080756189e-08,0.0001863359999999,2220.0,1,0.0003,5e-05
1707,256.0,458752,0.0,-2.74,268,224,0.0,0.0961164828186156,-9.049165855685714e-05,0.2,0.653586745262146,0.0,0.001316909212619,1.2066448107361794e-08,0.0001858239999999,2230.0,1,0.0003,5e-05
1715,256.0,460800,0.0,-2.72,268,225,0.0,0.0835041463549714,-8.413892928729182e-05,0.2,0.6353721618652344,0.0,0.0573464781045913,-1.7578713595867155e-09,0.0001853119999999,2240.0,1,0.0003,5e-05
1722,256.0,462848,0.0,-2.64,268,226,0.0,0.095967060312978,-8.385080363950692e-05,0.2,0.622658371925354,0.0,0.0784183740615844,-5.296897143125534e-10,0.0001847999999999,2250.0,1,0.0003,5e-05
1730,256.0,464896,0.0,-2.48,268,227,0.0,0.0450412503501866,-8.463668436888838e-05,0.2,0.7663095593452454,0.0,0.0297778248786926,1.5978002920746803e-09,0.0001842879999999,2260.0,1,0.0003,5e-05
1737,256.0,466944,0.0,-2.52,268,228,0.0,0.0422106525358685,-8.551840101063135e-05,0.2,0.7103691101074219,0.0,0.0242867395281791,-1.2805685400962828e-10,0.0001837759999999,2270.0,1,0.0003,5e-05
1745,256.0,468992,0.0,-2.58,268,229,0.0,0.0321140297106467,-8.688959542269004e-05,0.2,0.6750020980834961,0.0,0.0011697775917127,-7.39237293601036e-10,0.0001832639999999,2280.0,1,0.0003,5e-05
1752,256.0,471040,0.0,-2.46,268,230,0.0,0.107005017081974,-8.706160060683033e-05,0.2,0.4810323119163513,0.0,0.0578430481255054,-1.6414560377597806e-09,0.0001827519999999,2290.0,1,0.0003,5e-05
1760,256.0,473088,0.0,-2.4,268,231,0.0,0.0423724127693276,-8.791368900347152e-05,0.2,0.4852907657623291,0.0,0.0434952229261398,1.8975697457790376e-09,0.0001822399999999,2300.0,1,0.0003,5e-05
1767,256.0,475136,0.0,-2.3,268,232,0.0,0.0560355708832503,-8.861020578478928e-05,0.2,0.2713490128517151,0.0,0.0100418180227279,-2.440356183797121e-09,0.0001817279999999,2310.0,1,0.0003,5e-05
1775,256.0,477184,0.0,-2.32,268,233,0.0,0.0104783365852199,-8.979171543614939e-05,0.2,0.9043378829956056,0.0,0.0138900661841034,2.1734740585088732e-08,0.0001812159999999,2320.0,1,0.0003,5e-05
1782,256.0,479232,0.0,-2.42,268,234,0.0,0.1931915271037723,-9.065523918252438e-05,0.2,0.1314071416854858,0.0,0.1231544241309166,1.9790604710578918e-10,0.0001807039999999,2330.0,1,0.0003,5e-05
1790,256.0,481280,0.0,-2.36,268,235,0.0,0.0888889490743167,-9.138256791629829e-05,0.2,0.5413656830787659,0.0,0.0244189146906137,-1.3969838619232178e-09,0.0001801919999999,2340.0,1,0.0003,5e-05
1797,256.0,483328,0.0,-2.48,268,236,0.0,0.0564280179438355,-9.221196969519952e-05,0.2,0.6955186128616333,0.0,0.0419726558029651,-9.872019290924072e-09,0.00017968,2350.0,1,0.0003,5e-05
1805,256.0,485376,0.0,-2.48,268,237,0.0,0.1293862226535566,-9.216482676492888e-05,0.2,0.5236356258392334,0.0,0.0086320573464035,-4.423782229423523e-10,0.0001791679999999,2360.0,1,0.0003,5e-05
1812,256.0,487424,0.0,-2.42,268,238,0.0,0.0403373065957566,-9.358048937428976e-05,0.2,0.7545121908187866,0.0,0.0402729324996471,-2.1635787561535838e-08,0.0001786559999999,2370.0,1,0.0003,5e-05
1820,256.0,489472,0.0,-2.4,268,239,0.0,0.0151357413098594,-9.39901565288892e-05,0.2,0.8290053009986877,0.0,0.001015004585497,-1.1798692867159844e-08,0.0001781439999999,2380.0,1,0.0003,5e-05
1827,256.0,491520,0.0,-2.36,268,240,0.0,0.036436622194742,-9.70218060501793e-05,0.2,0.4992185235023498,0.0,0.0005162738380022,-2.4447217583656307e-10,0.0001776319999999,2390.0,1,0.0003,5e-05
1835,256.0,493568,0.0,-2.42,268,241,0.0,0.0251082795730326,-9.94607396023639e-05,0.2,0.6517289876937866,0.0,0.0145776728168129,-5.780020728707313e-09,0.0001771199999999,2400.0,1,0.0003,5e-05
1842,256.0,495616,0.0,-2.42,268,242,0.0,0.0712064839084632,-9.893034875858576e-05,0.2,0.6371226906776428,0.0,0.0712304934859275,-2.334127202630043e-09,0.0001766079999999,2410.0,1,0.0003,5e-05
1850,256.0,497664,0.0,-2.52,268,243,0.0,0.0880791625590063,-0.0001036032535012,0.2,0.4329950213432312,0.0,0.0327534824609756,-3.96394170820713e-09,0.0001760959999999,2420.0,1,0.0003,5e-05
1857,256.0,499712,0.0,-2.54,268,244,-3.6961865e-09,0.0768216736760223,-0.0001089634781237,0.2,0.4949907660484314,0.0,0.0089405169710516,7.82310962677002e-09,0.0001755839999999,2430.0,1,0.0003,5e-05
1865,256.0,501760,0.0,-2.58,268,245,0.0,0.0337252663797698,-0.0001033519345583,0.2,0.660893440246582,0.0,0.0200803410261869,-2.060551196336746e-09,0.000175072,2440.0,1,0.0003,5e-05
1872,256.0,503808,0.0,-2.52,269,246,0.0,0.0960746609431225,-0.0001069924129296,0.2,0.3629311919212341,0.0,0.071197934448719,-5.424953997135162e-09,0.0001745599999999,2450.0,1,0.0003,5e-05
1880,256.0,505856,0.0,-2.44,269,247,0.0,0.0692588373174658,-0.0001189353341032,0.2,0.402992844581604,0.0,0.0016185517888516,-5.331821739673614e-09,0.0001740479999999,2460.0,1,0.0003,5e-05
1887,256.0,507904,0.0,-2.4,269,248,0.0,0.0665445889433613,-0.0001172648638203,0.2,0.3652130365371704,0.0,0.0538894608616828,-2.2404128685593604e-08,0.000173536,2470.0,1,0.0003,5e-05
1895,256.0,509952,0.0,-2.36,269,249,0.0,0.1171873913728632,-0.0001142327659181,0.2,0.2736107110977173,0.0,0.0587480030953884,1.1728843674063684e-08,0.0001730239999999,2480.0,1,0.0003,5e-05
1902,256.0,512000,0.0,-2.32,269,250,0.0,0.0148819351910788,-0.0001199921947772,0.2,0.6734437346458435,0.0,0.0056191901676356,-5.1106326282024384e-08,0.000172512,2490.0,1,0.0003,5e-05
1910,256.0,514048,0.0,-2.5,269,251,0.0,0.0130172150409634,-0.0001269247655727,0.2,0.7624810934066772,0.0,8.62745800986886e-05,1.1327210813760755e-08,0.0001719999999999,2500.0,1,0.0003,5e-05
1917,256.0,516096,0.0,-2.54,269,252,0.0,0.2269965021056123,-0.0001258676269571,0.2,0.1142045855522155,0.0,0.0563593208789825,-6.170012056827544e-10,0.000171488,2510.0,1,0.0003,5e-05
1925,256.0,518144,0.0,-2.6,269,253,-1.4697434e-08,0.1711019111404312,-0.0001331110692262,0.2,0.0983551740646362,0.0,0.1572378575801849,-4.9348454922437665e-08,0.0001709759999999,2520.0,1,0.0003,5e-05
1932,256.0,520192,0.0,-2.62,269,254,-1.7462298e-10,0.0717625006167509,-0.0001439346780898,0.2,0.1452317237854004,0.0,0.0201870091259479,-2.2591848392039537e-08,0.0001704639999999,2530.0,1,0.0003,5e-05
1940,256.0,522240,0.0,-2.62,269,255,-1.4726538e-08,0.0595571378682507,-0.0001568605688589,0.2,0.2413406372070312,0.0,0.0003797169192694,-2.427259460091591e-09,0.000169952,2540.0,1,0.0003,5e-05
1947,256.0,524288,0.0,-2.58,269,256,0.0,0.1646879194420762,-0.0001631530085433,0.2,0.0368726253509521,0.0,0.0423986241221427,-1.8544960767030717e-08,0.0001694399999999,2550.0,1,0.0003,5e-05
1955,256.0,526336,0.0,-2.56,269,257,-7.450581e-09,0.1276806579757249,-0.000185987511395,0.2,0.0477746129035949,0.0,0.1195713058114051,-3.201421350240707e-09,0.000168928,2560.0,1,0.0003,5e-05
1963,256.0,528384,0.0,-2.72,269,258,-2.3457687e-08,0.0834429776630713,-0.0001858712857938,0.2,0.0636900663375854,0.0,0.0534190237522125,-5.669426172971726e-09,0.0001684159999999,2570.0,1,0.0003,5e-05
1970,256.0,530432,0.0,-2.66,269,259,-8.760253e-09,0.263924730871804,-0.0002016341008129,0.2,0.0747947096824646,0.0,0.1655658632516861,-2.8591603040695193e-08,0.000167904,2580.0,1,0.0003,5e-05
1978,256.0,532480,0.0,-2.5,269,260,-5.2095857e-08,0.0669808587656007,-0.0002259559592857,0.2,0.0938596725463867,0.0,0.0188124030828475,1.2805685400962831e-08,0.0001673919999999,2590.0,1,0.0003,5e-05
1985,256.0,534528,0.0,-2.8,269,261,-5.957554e-08,0.0044608601345771,-0.0002371435391978,0.2,0.6061959266662598,0.0,0.0036502736620604,-2.5925692170858385e-08,0.00016688,2600.0,1,0.0003,5e-05
1992,256.0,536576,0.0,-2.9,269,262,-3.760215e-08,0.524421729426831,-0.0002574323527369,0.2,0.0153605937957763,0.0,0.1218192502856254,-1.4028046280145643e-08,0.000166368,2610.0,1,0.0003,5e-05
2000,256.0,538624,0.0,-2.8,269,263,-5.820766e-11,0.1239025884889997,-0.0002834543953213,0.2,0.0501124262809753,0.0,0.0006759522948414,-8.591450750827789e-09,0.0001658559999999,2620.0,1,0.0003,5e-05
2008,256.0,540672,0.0,-2.84,269,264,-6.2282197e-09,0.0312755426712101,-0.000326783114724,0.2,0.1854645609855651,0.0,0.0002053265488939,9.988434612751008e-09,0.000165344,2630.0,1,0.0003,5e-05
2015,256.0,542720,0.0,-2.68,269,265,-4.118192e-08,0.1724221344920806,-0.0003837999422103,0.2,0.0577365159988403,0.0,0.0029851088766008,-7.724156603217124e-09,0.0001648319999999,2640.0,1,0.0003,5e-05
2023,256.0,544768,0.0,-2.74,269,266,-2.3195753e-08,0.0092007939790619,-0.0005327308732375,0.2,0.6929516792297363,0.0,0.0049197236075997,-1.2627860996872189e-06,0.0001643199999999,2650.0,1,0.0003,5e-05
2030,256.0,546816,0.0,-2.67,269,267,-2.3370376e-08,0.2131127217100584,-0.0008178602569387,0.2,0.03593510389328,0.0,0.0892553329467773,-2.2739404812455177e-07,0.0001638079999999,2660.0,1,0.0003,5e-05
2037,256.0,548864,0.0,-2.67,269,268,0.00010656292,0.0742316650255816,-0.0005346775018551,0.2,0.0978122949600219,0.000439453125,0.0331240445375442,-0.0008838005072902,0.0001632959999999,2670.0,1,0.0003,5e-05
2045,256.0,550912,0.0,-2.57,269,269,-7.450581e-09,0.0761590095062274,-0.0005318454226653,0.2,0.1357029676437378,0.0,0.06248414888978,-2.6116613298654557e-07,0.0001627839999999,2680.0,1,0.0003,5e-05
2053,256.0,552960,0.0,-2.41,269,270,-1.4115358e-08,0.0383998294861157,-0.0005265207029879,0.2,0.133704125881195,0.0,0.0467606782913208,-1.534644979983568e-08,0.0001622719999999,2690.0,1,0.0003,5e-05
2061,256.0,555008,0.0,-2.33,269,271,-1.3940735e-08,0.0395850988323218,-0.0005520415252249,0.2,0.4797618389129638,0.0,0.0303681325167417,-7.884926162660122e-07,0.0001617599999999,2700.0,1,0.0003,5e-05
2068,256.0,557056,0.0,-2.33,269,272,-2.2206223e-08,0.0470578897176892,-0.0005974739928205,0.2,0.2740551233291626,0.0,0.0237594936043024,-3.780820406973362e-07,0.0001612479999999,2710.0,1,0.0003,5e-05
2075,256.0,559104,0.0,-2.49,269,273,-1.3096724e-08,0.0196196066157426,-0.0006610472628381,0.2,0.5092698335647583,0.0,0.0010815243003889,-1.8346472643315793e-07,0.0001607359999999,2720.0,1,0.0003,5e-05
2083,256.0,561152,0.0,-2.27,269,274,-7.450581e-09,0.2256827317469287,-0.0005481910236994,0.2,0.0568206310272216,0.0,0.2380682528018951,-7.169437594711782e-08,0.0001602239999999,2730.0,1,0.0003,5e-05
2090,256.0,563200,0.0,-2.35,269,275,-1.5017577e-08,0.0350475765619194,-0.0006508095801109,0.2,0.3250375390052795,0.0,0.0020015023183077,-7.940107025206089e-07,0.0001597119999999,2740.0,1,0.0003,5e-05
2098,256.0,565248,0.0,-2.39,269,276,-4.391768e-08,0.1312888208405638,-0.0006749095482518,0.2,0.1080966591835022,0.0,0.0799836590886116,-2.277083694934845e-07,0.0001591999999999,2750.0,1,0.0003,5e-05
2105,256.0,567296,0.0,-2.43,269,277,0.00014672524,0.1324324530782178,-0.0004839466058911,0.2,0.2306417226791381,0.00087890625,0.0610494390130043,-0.0016244787897448,0.0001586879999999,2760.0,1,0.0003,5e-05
2113,256.0,569344,0.0,-2.57,269,278,-2.8230716e-09,0.2007405747601297,-0.0004859741344262,0.2,0.1925174593925476,0.0,0.206275925040245,-4.5236083678901206e-07,0.0001581759999999,2770.0,1,0.0003,5e-05
2120,256.0,571392,0.0,-2.46,269,279,-1.4755642e-08,0.23596103550517,-0.000478317465604,0.2,0.2102245092391967,0.0,0.060681726783514,-2.8405338525772098e-08,0.000157664,2780.0,1,0.0003,5e-05
2128,256.0,573440,0.0,-2.4,269,280,-7.479684e-09,0.0323418961925199,-0.0004831542137253,0.2,0.610281229019165,0.0,0.0039638830348849,-9.667361155152322e-07,0.0001571519999999,2790.0,1,0.0003,5e-05
2135,256.0,575488,0.0,-2.44,269,281,-4.627509e-09,0.0092270005958198,-0.0004907484450086,0.2,0.6877455115318298,0.0,0.0021698370110243,-7.648777682334185e-07,0.00015664,2800.0,1,0.0003,5e-05
2143,256.0,577536,0.0,-2.5,269,282,0.0003303849,0.1610294960904866,-0.0002534220333473,0.2,0.0929571390151977,0.000830078125,0.0873198583722114,-0.0014505804690998,0.0001561279999999,2810.0,1,0.0003,5e-05
2150,256.0,579584,0.0,-2.42,269,283,-7.363269e-09,0.0277015964949896,-0.0002249627239507,0.2,0.2041733860969543,0.0,0.0164895318448543,-3.7759309634566316e-08,0.0001556159999999,2820.0,1,0.0003,5e-05
2158,256.0,581632,0.0,-2.44,269,284,0.0,0.0096067874524123,-0.000243789621345,0.2,0.6538593173027039,0.0,0.0211461167782545,-2.4106702767312525e-08,0.0001551039999999,2830.0,1,0.0003,5e-05
2165,256.0,583680,0.0,-2.46,269,285,-7.566996e-10,0.0180071233276976,-0.0002310972726263,0.2,0.4157729148864746,0.0,0.0009614847949706,-8.819624781608583e-08,0.0001545919999999,2840.0,1,0.0003,5e-05
2173,256.0,585728,0.0,-2.44,269,286,-7.450581e-09,0.0768121724657248,-0.0002327766313101,0.2,0.1328711509704589,0.0,0.106257177889347,-2.3189932107925417e-08,0.00015408,2850.0,1,0.0003,5e-05
2181,256.0,587776,0.0,-2.53,269,287,0.0,0.2670868903049267,-0.0002335827723072,0.2,0.0790850520133972,0.0,0.1718208640813827,3.492459654808044e-09,0.0001535679999999,2860.0,1,0.0003,5e-05
2188,256.0,589824,0.0,-2.59,269,288,3.9218925e-05,0.2046580547234043,-0.0001798545921701,0.2,0.1550354957580566,0.000439453125,0.0530069097876548,-0.0005229289410635,0.000153056,2870.0,1,0.0003,5e-05
2196,256.0,591872,0.0,-2.55,269,289,0.0,0.1119644975842675,-0.0001801059950594,0.2,0.0978303551673889,0.0,0.0123082073405385,1.699663698673248e-09,0.0001525439999999,2880.0,1,0.0003,5e-05
